site,logo,score,status
http_lcbcpriv15,ci_480,3,no
http_lclp1,cr1c_480,3,no
http_lclp3,cr1c_480,3,no
http_lclp7,cr1mi_480,3,no
http_lcomlp4,cr1c_480,3,no
http_lcpmlp3,cr1c_480,3,no
http_lcsb1mac2,cr1c_480,3,no
http_lcsbmac3,cr1c_480,3,no
http_lcsopc2,cr1c_480,3,no
http_ldpcopt,cr1c_480,3,no
http_lepa-vslp3,cr1c_480,3,no
http_lfmilp3,cr1c_480,3,no
http_lgclp3,cr1c_480,3,no
http_lhtclp9,cr1c_480,3,no
http_lialp1,cr1c_480,3,no
http_lifmetlpr3,cr2c_480,3,no
http_lmcpc52,m_480,3,no
http_lmgnlp1,cr1c_480,3,no
http_lmhlp4,ci_480,3,no
http_lmhlp5,cr2c_480,3,no
http_lmnnlp1,cr1c_480,3,no
http_lmnnlp3,cr1c_480,3,no
http_lmnnlp5,cr1c_480,3,no
http_lmomlp7,cr1ci_480,3,no
http_lndclp1,cr1c_480,3,no
http_lnmclp2,cr1c_480,3,no
http_lpdclp1,cr1c_480,3,no
http_lpdpc12,cr2c_480,3,no
http_lpilp1,cr1c_480,3,no
http_lrspc8,cr1c_480,3,no
http_lscblp1,cr1c_480,3,no
http_lsenslp1,cr1c_480,3,no
http_lsro1lp1,cr1c_480,3,no
http_lvglp3,cr1c_480,3,no
http_mathe,cr1c_480,3,no
http_mathicselp2,cr1c_480,3,no
http_mathicselp7,cr2c_480,3,no
http_mcslp5,cr1c_480,3,no
http_mcsslp2,cr1c_480,3,no
http_mintt,cr1mi_480,3,no
http_mowses,cr2ci_480,3,no
http_myslideshot,cr1ci_480,3,no
http_nccr-qp,cr1c_480,3,no
http_ncemlp3,cr1c_480,3,no
http_nuppa,cr2ci_480,3,no
http_panacee,cr1ci_480,3,no
http_perfeval,cr1c_480,3,no
http_plan-queer,cr2c_480,3,no
http_powerlablp2,cr1m_480,3,no
http_promethee,cr1c_480,3,no
http_pthlp1,cr1c_480,3,no
http_rdp-gateway,cr1c_480,3,no
http_rdpgateway,c_480,3,no
http_redmine,cr1c_480,3,no
http_richmodels,ci_480,3,no
http_saclp7,cr1c_480,3,no
http_saelp2,cr1c_480,3,no
http_saga,cr1c_480,3,no
http_sbatbsplp3,cr1m_480,3,no
http_sbsrv1,cr2c_480,3,no
http_sbsrv11,cr2c_480,3,no
http_sciicrblpt02,cr1c_480,3,no
http_scisbmn-vslp1,cr1c_480,3,no
http_scistimm,cr1ci_480,3,no
http_scitassrv24,cr1c_480,3,no
http_sdnpi,cr1ci_480,3,no
http_seepc15,cr1m_480,3,no
http_si-exheb,cr1c_480,3,no
http_si2,cr1ci_480,3,no
http_sidppc58,ci_480,3,no
http_smallp2,cr1c_480,3,no
http_smasrv1,cr1c_480,3,no
http_solardecathlon,ci_480,3,no
http_spcdav,ci_480,3,no
http_spcel4,cr1mi_480,3,no
http_spclp26,cr1c_480,3,no
http_spclp40,cr1c_480,3,no
http_sphgelp1,cr1ci_480,3,no
http_spigelp1,cr1m_480,3,no
http_sripc4,cr1c_480,3,no
http_ssvgelp1,cr2ci_480,3,no
http_ssvgelp3,cr2ci_480,3,no
http_stifilp1,cr1c_480,3,no
http_stigelp3,cr1c_480,3,no
http_stiitcgen04,cr1c_480,3,no
http_stiitlp1,cr2ci_480,3,no
http_stilic2,cr2c_480,3,no
http_suri-past,cr1ci_480,3,no
http_sv-sglp11,cr1c_480,3,no
http_svgelp9,cr1c_480,3,no
http_svinlp12,cr1m_480,3,no
http_svinlp7,cr1c_480,3,no
http_svinlp8,cr1c_480,3,no
http_svitlp1,m_480,3,no
http_test-events,cr1ci_480,3,no
http_test-fribourg,cr1ci_480,3,no
http_test-help-memento,cr1ci_480,3,no
http_test-wsresp,cr1ci_480,3,no
http_tethys,ci_480,3,no
http_theoslp14,ci_480,3,no
http_theoslp16,cr1c_480,3,no
http_theoslp17,ci_480,3,no
http_theoslp19,cr1c_480,3,no
http_thl,cr1ci_480,3,no
http_thot,cr1m_480,3,no
http_tnelp1,cr1c_480,3,no
http_touchscreen-ic,cr1mi_480,3,no
http_tresor-srv03,cr1c_480,3,no
http_ttolp5,cr1c_480,3,no
http_upablasserlp1,cr1c_480,3,no
http_upablasserlp2,cr1c_480,3,no
http_upaltuglp2,ci_480,3,no
http_upauwerx1lp1,cr1c_480,3,no
http_upcorreialp1,cr1c_480,3,no
http_updalpesrv2,ci_480,3,no
http_updeplalp3,cr1c_480,3,no
http_upgilp1,cr1c_480,3,no
http_upgonlp1,cr1c_480,3,no
http_2008r2-1,mi_480,2,no
http_acc,cr1ci_480,2,no
http_algo,cr1ci_480,2,no
http_aphyspc1,m_480,2,no
http_arpc042,cr1mi_480,2,no
http_arpc152,cr1ci_480,2,no
http_bagatelle,cr1ci_480,2,no
http_balelecsrv5,c_480,2,no
http_baramine,cr2c_480,2,no
http_bbcf-serv03,ci_480,2,no
http_bbcftools,cr2c_480,2,no
http_c2cpc16,ci_480,2,no
http_c2cpc4,ci_480,2,no
http_c2cpc44,cr2ci_480,2,no
http_cheminfo-slave,c_480,2,no
http_cheminfo,c_480,2,no
http_cheminfo14,c_480,2,no
http_cheminfo15,c_480,2,no
http_chimge,ci_480,2,no
http_cimegerel2,c_480,2,no
http_circadian,cr2ci_480,2,no
http_cmigevm1,c_480,2,no
http_cmipc46,mi_480,2,no
http_cmiscan1,cr1ci_480,2,no
http_complexdesign,cr2c_480,2,no
http_cosmopc4,cr2c_480,2,no
http_crpppc345,ci_480,2,no
http_crpptb4,cr1ci_480,2,no
http_diiafmt1,cr2ci_480,2,no
http_diielp20,cr2c_480,2,no
http_ecallabsrv1,cr2c_480,2,no
http_ecoslp4,c_480,2,no
http_elzevier,cr2c_480,2,no
http_enacrepo,ci_480,2,no
http_eslsrv5,c_480,2,no
http_exappsrv2,c_480,2,no
http_fb,cr1ci_480,2,no
http_fbsun1,cr1mi_480,2,no
http_fbwww,cr1mi_480,2,no
http_fondation-hamburger,cr1mi_480,2,no
http_forumsrv1-dev,c_480,2,no
http_forumsrv1,c_480,2,no
http_fsilp4,ci_480,2,no
http_gcmpsrv1,mi_480,2,no
http_gellp2,cr1mi_480,2,no
http_gestepc1,cr1ci_480,2,no
http_grebsrv6,c_480,2,no
http_grfepc2,cr2ci_480,2,no
http_grfepc3,cr1m_480,2,no
http_grlsmpc9,ci_480,2,no
http_grpupc2,cr1mi_480,2,no
http_h2b2vs,cr1c_480,2,no
http_iamac8,cr2c_480,2,no
http_ibois-a4-c1,cr2c_480,2,no
http_icnalsp3s3,m_480,2,no
http_icnalsp3s4,m_480,2,no
http_icsil1-conode2,ci_480,2,no
http_icsil1-ds-04,ci_480,2,no
http_icsil1-lp06,ci_480,2,no
http_icsil1noteb206,cr2c_480,2,no
http_igc-illegale-2,cr1ci_480,2,no
http_imtgelp13,c_480,2,no
http_injectisome-wiki,cr1m_480,2,no
http_instantlabpc2,cr2c_480,2,no
http_ipesevm104,cr2ci_480,2,no
http_ipgold,cr1ci_480,2,no
http_kms,c_480,2,no
http_lampscalatst2mon,cr1c_480,2,no
http_lampsrv03,c_480,2,no
http_lampsrv21,cr1ci_480,2,no
http_lampsrv4,cr2c_480,2,no
http_lamscours-java,c_480,2,no
http_lamssrv3,ci_480,2,no
http_laragitadm,cr1ci_480,2,no
http_larasrv11,c_480,2,no
http_lasigpc11,c_480,2,no
http_lasigsrv2,m_480,2,no
http_lavocnas1,cr1ci_480,2,no
http_lca2srv30,c_480,2,no
http_lca2srv48,ci_480,2,no
http_lca3www,cr2ci_480,2,no
http_lcicpc15,cr1ci_480,2,no
http_lcpmlp2,ci_480,2,no
http_lcrms,c_480,2,no
http_leso-eib,c_480,2,no
http_lesopbpc20,ci_480,2,no
http_lesopbpc44,cr2c_480,2,no
http_lesopbsrv1,cr2c_480,2,no
http_lifmetserv4,m_480,2,no
http_lmhibm4,cr1ci_480,2,no
http_lmis1lp4,ci_480,2,no
http_lobpc21,m_480,2,no
http_lphe1lp8,ci_480,2,no
http_lphe1pc47,m_480,2,no
http_lrcwww,cr1c_480,2,no
http_ltcmsrv1,cr2c_480,2,no
http_mandy,cr2c_480,2,no
http_mapping-controversies,cr1c_480,2,no
http_marvelsrv1,m_480,2,no
http_mathicselp9,cr1ci_480,2,no
http_mathicsepc54,ci_480,2,no
http_mathicsepc62,c_480,2,no
http_meteolakes,cr1c_480,2,no
http_minema,cr1ci_480,2,no
http_mmon-mw1,cr2c_480,2,no
http_moloc15,c_480,2,no
http_myprint-list,c_480,2,no
http_myvdi,c_480,2,no
http_namlp4,cr1mi_480,2,no
http_nanolabpc16,cr2c_480,2,no
http_ncemlp1,ci_480,2,no
http_neuronaldynamics,cr2ci_480,2,no
http_phosllp2,cr2c_480,2,no
http_phsblp1,cr1ci_480,2,no
http_prosense,cr1c_480,2,no
http_roclic,cr2c_480,2,no
http_san-inj32,cr1ci_480,2,no
http_sanprod12,cr1mi_480,2,no
http_sat,cr2ci_480,2,no
http_satellite,cr2ci_480,2,no
http_satellite1,cr2ci_480,2,no
http_satwww,cr2ci_480,2,no
http_sbsrv9,ci_480,2,no
http_scitasinfra,cr2c_480,2,no
http_sidppc37,cr2c_480,2,no
http_slpc1,cr1c_480,2,no
http_speedup,cr2c_480,2,no
http_stisrvmdev1,m_480,2,no
http_stoica,cr1c_480,2,no
http_superb,ci_480,2,no
http_sv4-103,mi_480,2,no
http_svitsrv60,cr2c_480,2,no
http_swfab2p,cr1mi_480,2,no
http_swidchi,cr1ci_480,2,no
http_test-speakup,cr2c_480,2,no
http_tresor-srv04,cr2c_480,2,no
http_tresor-srv11,c_480,2,no
http_tresorldap,cr2c_480,2,no
http_tresorvm01,c_480,2,no
http_tresorvm02,m_480,2,no
http_upablasserlp3,ci_480,2,no
http_upblolp2,cr1ci_480,2,no
http_upcdaslip1,ci_480,2,no
http_a10doc,cr1ci_480,1,no
http_aliceblogs,cr1c_480,1,no
http_archivesdelimaginaire,cr1ci_480,1,no
http_armac105,cr1c_480,1,no
http_arpc167,cr1c_480,1,no
http_atlas,cr2c_480,1,no
http_bbcf-serv01,cr2c_480,1,no
http_bmigelp5,ci_480,1,no
http_caact,cr1ci_480,1,no
http_caglp4,cr1ci_480,1,no
http_cedegeswi01,ci_480,1,no
http_cimege-vspc1,ci_480,1,no
http_cimegegrp1,ci_480,1,no
http_cmh,cr1ci_480,1,no
http_cmilp4,cr1mi_480,1,no
http_cmisrvm2,cr1c_480,1,no
http_cortex,mi_480,1,no
http_crppdev4,cr1ci_480,1,no
http_crppdtacq30,cr2ci_480,1,no
http_crpppc286,cr2ci_480,1,no
http_crppplc11,cr1mi_480,1,no
http_cryos-a4-c1,cr1ci_480,1,no
http_cryospc24,mi_480,1,no
http_desigo-stcc,cr2c_480,1,no
http_deslpc2,mi_480,1,no
http_dev-dreamspark,c_480,1,no
http_dev-imagine,c_480,1,no
http_dev-vmware-edu,c_480,1,no
http_diiepc7,cr2ci_480,1,no
http_dllsti235,c_480,1,no
http_dmawww,cr1c_480,1,no
http_dreamsparc,c_480,1,no
http_dreamspark,c_480,1,no
http_ecol-a4-c3,cr1ci_480,1,no
http_enacit2lic3,cr2c_480,1,no
http_enacit3linux17,c_480,1,no
http_enacit3pc100,cr2c_480,1,no
http_enacit3srv5,ci_480,1,no
http_epflecallsrv1,mi_480,1,no
http_esplabsrv1,cr1m_480,1,no
http_exapsrv6-1,cr2c_480,1,no
http_exterpsrv1,cr2c_480,1,no
http_gcmplp2,cr1mi_480,1,no
http_gestepc3,ci_480,1,no
http_gtbsupsws,cr2ci_480,1,no
http_hppoc02,cr2c_480,1,no
http_i-structures,cr1ci_480,1,no
http_ialp10,cr1mi_480,1,no
http_iamac48,cr1ci_480,1,no
http_iclcavsim10,cr2c_480,1,no
http_icmpgesrv2,cr2c_480,1,no
http_imacpc12,ci_480,1,no
http_imagine,c_480,1,no
http_imtsrv1,ci_480,1,no
http_ingenom,cr1c_480,1,no
http_ipelp12,cr1ci_480,1,no
http_iscsrv54,ci_480,1,no
http_isicge-vslp10,ci_480,1,no
http_isicgelp6,cr2c_480,1,no
http_isicgesrv4,cr2c_480,1,no
http_isrecgelp19,cr1mi_480,1,no
http_it,c_480,1,no
http_jdrpoly,ci_480,1,no
http_la3compteur1,cr1c_480,1,no
http_labview,cr1ci_480,1,no
http_lamdsrv3,ci_480,1,no
http_lampsrv02,cr1c_480,1,no
http_lampsrv04,cr1ci_480,1,no
http_lampsrv11,mi_480,1,no
http_lampsrv12,cr1ci_480,1,no
http_lampsrv27,cr1ci_480,1,no
http_lanesnas,cr2c_480,1,no
http_lapisblog,cr1ci_480,1,no
http_larasrv13,ci_480,1,no
http_larasrv2,cr1mi_480,1,no
http_lca1srv1,c_480,1,no
http_lcmwiki,ci_480,1,no
http_lenslip1,ci_480,1,no
http_liapc24,mi_480,1,no
http_libmac7,cr1ci_480,1,no
http_lmchlp3,cr1ci_480,1,no
http_lmer-vslp2,ci_480,1,no
http_lmhinfo,cr1mi_480,1,no
http_lmscpc1,ci_480,1,no
http_lnmclp1,ci_480,1,no
http_lnmclp4,ci_480,1,no
http_locaux-test,m_480,1,no
http_loeqlp2,cr2c_480,1,no
http_lpdisrv1,c_480,1,no
http_lpsw1,ci_480,1,no
http_lpsw6,ci_480,1,no
http_lptplp1,cr1c_480,1,no
http_lsir-cloud,ci_480,1,no
http_lsirpc32,c_480,1,no
http_lsro1lp301,cr1ci_480,1,no
http_lts2pc7,cr1c_480,1,no
http_modemos,c_480,1,no
http_mooc-corr1,c_480,1,no
http_msdn-aa,c_480,1,no
http_msdnaa,c_480,1,no
http_musical,cr1c_480,1,no
http_nanotera-stg2,cr2c_480,1,no
http_ncemlp2,ci_480,1,no
http_osprintlabel1,ci_480,1,no
http_pepper,cr1ci_480,1,no
http_ptcrypslip1,ci_480,1,no
http_ptppc1,cr2c_480,1,no
http_rgllp1,ci_480,1,no
http_rlcfm,cr1ci_480,1,no
http_san-inj31,cr1ci_480,1,no
http_sanas44,cr1ci_480,1,no
http_sanas45,cr1ci_480,1,no
http_sanprod11,cr1ci_480,1,no
http_sbsrv10,ci_480,1,no
http_scalaw3,cr1c_480,1,no
http_scxdiivmap1,ci_480,1,no
http_siemcr-mc-diserv,ci_480,1,no
http_sisbsrv2,ci_480,1,no
http_slickchair,c_480,1,no
http_smartgenepc10,ci_480,1,no
http_spappt02,cr2c_480,1,no
http_spclp1,cr1mi_480,1,no
http_spclp25,cr1ci_480,1,no
http_spcpc474,mi_480,1,no
http_sphgelp6,cr2c_480,1,no
http_stereodynamics18,cr2c_480,1,no
http_stisrv13,cr1ci_480,1,no
http_stisrv27,cr2c_480,1,no
http_studentsdc3,cr2c_480,1,no
http_sunmillp2,ci_480,1,no
http_superspace,c_480,1,no
http_supralp2,cr2ci_480,1,no
http_sv-barcodereader,cr1ci_480,1,no
http_svgelp2,ci_480,1,no
http_svinlp10,ci_480,1,no
http_svinlp11,ci_480,1,no
http_svinslip7,ci_480,1,no
http_swfab1p,cr1mi_480,1,no
http_terra-incognita,ci_480,1,no
http_theospc28,cr1c_480,1,no
http_thl2lp1,ci_480,1,no
http_thl3lp1,ci_480,1,no
http_tmmon-mw1,cr2c_480,1,no
http_upbrislip1,ci_480,1,no
http_updeplaslip1,ci_480,1,no
http_adada,NO_MATCHES,0,no
http_adas,NO_MATCHES,0,no
http_admjs,NO_MATCHES,0,no
http_admmac3,NO_MATCHES,0,no
http_affinitymap,NO_MATCHES,0,no
http_agatst01,NO_MATCHES,0,no
http_agepolysrv2,NO_MATCHES,0,no
http_aging-lisp,NO_MATCHES,0,no
http_alaska,NO_MATCHES,0,no
http_alg-geo,NO_MATCHES,0,no
http_algomail,NO_MATCHES,0,no
http_aphysnas2,NO_MATCHES,0,no
http_aprl-a4-n1,NO_MATCHES,0,no
http_arnimail,NO_MATCHES,0,no
http_artiphys-beta,NO_MATCHES,0,no
http_asgard,NO_MATCHES,0,no
http_aspenlic,NO_MATCHES,0,no
http_astalavista,NO_MATCHES,0,no
http_athanase,NO_MATCHES,0,no
http_atlas2,NO_MATCHES,0,no
http_autorator,NO_MATCHES,0,no
http_bbpfe11,NO_MATCHES,0,no
http_bbpfe18,NO_MATCHES,0,no
http_bbplxlic,NO_MATCHES,0,no
http_bbpnixcache,NO_MATCHES,0,no
http_bbpnixcachepush,NO_MATCHES,0,no
http_bbpobjectstorage,NO_MATCHES,0,no
http_bbpsrv14,NO_MATCHES,0,no
http_bichi,NO_MATCHES,0,no
http_biometrika,NO_MATCHES,0,no
http_biop-redmine,NO_MATCHES,0,no
http_bioroblp2,NO_MATCHES,0,no
http_biscom,NO_MATCHES,0,no
http_bnice,NO_MATCHES,0,no
http_bo,NO_MATCHES,0,no
http_bsf-reservation,NO_MATCHES,0,no
http_bxd-lisp,NO_MATCHES,0,no
http_c2cpc14,NO_MATCHES,0,no
http_c2cpc19,NO_MATCHES,0,no
http_c2cpc21,NO_MATCHES,0,no
http_c2cpc26,NO_MATCHES,0,no
http_c2cpc29,NO_MATCHES,0,no
http_c2cpc37,NO_MATCHES,0,no
http_c2cpc60,NO_MATCHES,0,no
http_c2cpc70,NO_MATCHES,0,no
http_c2cpc78,NO_MATCHES,0,no
http_c2cpc80,NO_MATCHES,0,no
http_cag2,NO_MATCHES,0,no
http_cagsrv1,NO_MATCHES,0,no
http_cat,NO_MATCHES,0,no
http_cdtsopc2,NO_MATCHES,0,no
http_cecam-mail,NO_MATCHES,0,no
http_cecampc1,NO_MATCHES,0,no
http_cedegepc02,NO_MATCHES,0,no
http_certauth,NO_MATCHES,0,no
http_cimege-vspc2,NO_MATCHES,0,no
http_cimegelp1,NO_MATCHES,0,no
http_cimegepc19,NO_MATCHES,0,no
http_cimegepc83,NO_MATCHES,0,no
http_cimegerel5,NO_MATCHES,0,no
http_cimegesrv1,NO_MATCHES,0,no
http_cineclub,NO_MATCHES,0,no
http_cmhsrv1,NO_MATCHES,0,no
http_cmigevm2,NO_MATCHES,0,no
http_cmp2bornes,NO_MATCHES,0,no
http_cmp2mon1,NO_MATCHES,0,no
http_cmsenspc11,NO_MATCHES,0,no
http_cmt,NO_MATCHES,0,no
http_cnbipc87,NO_MATCHES,0,no
http_compass,NO_MATCHES,0,no
http_compnet,NO_MATCHES,0,no
http_confluence,NO_MATCHES,0,no
http_consactiv,NO_MATCHES,0,no
http_cosmonas1,NO_MATCHES,0,no
http_cours-icmb,NO_MATCHES,0,no
http_cours-isic,NO_MATCHES,0,no
http_cridata,NO_MATCHES,0,no
http_criftp,NO_MATCHES,0,no
http_criserveur,NO_MATCHES,0,no
http_crisrv1,NO_MATCHES,0,no
http_crisrv2,NO_MATCHES,0,no
http_cristallo,NO_MATCHES,0,no
http_criwww,NO_MATCHES,0,no
http_crowding2012,NO_MATCHES,0,no
http_crppmac25,NO_MATCHES,0,no
http_crpppc130,NO_MATCHES,0,no
http_crpppc216,NO_MATCHES,0,no
http_crpppc221,NO_MATCHES,0,no
http_crpppc355,NO_MATCHES,0,no
http_crpppc404,NO_MATCHES,0,no
http_crpppc54,NO_MATCHES,0,no
http_crppplc10,NO_MATCHES,0,no
http_crppplc9,NO_MATCHES,0,no
http_crppplm,NO_MATCHES,0,no
http_crpptb7,NO_MATCHES,0,no
http_csealc1,NO_MATCHES,0,no
http_ctsgelp2,NO_MATCHES,0,no
http_d3,NO_MATCHES,0,no
http_dalaran,NO_MATCHES,0,no
http_dancesquare,NO_MATCHES,0,no
http_darsrv1,NO_MATCHES,0,no
http_darsrv3,NO_MATCHES,0,no
http_datalp2,NO_MATCHES,0,no
http_dcwww,NO_MATCHES,0,no
http_demos,NO_MATCHES,0,no
http_desigo-epfl,NO_MATCHES,0,no
http_dhlabpc1,NO_MATCHES,0,no
http_dhlabsrv1,NO_MATCHES,0,no
http_dhlabsrv4,NO_MATCHES,0,no
http_dhlabsrv9,NO_MATCHES,0,no
http_diiadvp2,NO_MATCHES,0,no
http_diiecosandeypc1,NO_MATCHES,0,no
http_diiegap-pc-roulier,NO_MATCHES,0,no
http_diiegap-serv01,NO_MATCHES,0,no
http_diiegap-servstcc01,NO_MATCHES,0,no
http_diiegap-srvmcr,NO_MATCHES,0,no
http_diielp2,NO_MATCHES,0,no
http_diiepc15,NO_MATCHES,0,no
http_diiepc82,NO_MATCHES,0,no
http_diiepc83,NO_MATCHES,0,no
http_diiilp14,NO_MATCHES,0,no
http_diiondz28,NO_MATCHES,0,no
http_diiondz29,NO_MATCHES,0,no
http_diipcc-pccdatisrv01,NO_MATCHES,0,no
http_diipcc-pccdatisrv02,NO_MATCHES,0,no
http_diipccums01,NO_MATCHES,0,no
http_disal2,NO_MATCHES,0,no
http_disalgit,NO_MATCHES,0,no
http_disallp3,NO_MATCHES,0,no
http_ditcourslp2,NO_MATCHES,0,no
http_ditdcspare,NO_MATCHES,0,no
http_ditexsrv51,NO_MATCHES,0,no
http_ditsbsrv18,NO_MATCHES,0,no
http_ditsbsrv21,NO_MATCHES,0,no
http_ditsbsrv23,NO_MATCHES,0,no
http_ditsbsrv27,NO_MATCHES,0,no
http_ditsbsrv48,NO_MATCHES,0,no
http_ditsbsrv67,NO_MATCHES,0,no
http_ditsbsrv68,NO_MATCHES,0,no
http_ditsbsrv9-mgr,NO_MATCHES,0,no
http_ditsbsrv9,NO_MATCHES,0,no
http_ditsup-naszf,NO_MATCHES,0,no
http_ditsup-naszf2,NO_MATCHES,0,no
http_ditsupsrv1,NO_MATCHES,0,no
http_ditsupsrv4,NO_MATCHES,0,no
http_ditsupsrv5,NO_MATCHES,0,no
http_ditsupsrv7,NO_MATCHES,0,no
http_dllsti13,NO_MATCHES,0,no
http_dotty,NO_MATCHES,0,no
http_dslablp1,NO_MATCHES,0,no
http_dsps-secu-labo-demo,NO_MATCHES,0,no
http_e-chemistry,NO_MATCHES,0,no
http_ecallabsrv4,NO_MATCHES,0,no
http_echo-a4-n6,NO_MATCHES,0,no
http_ecolnas1,NO_MATCHES,0,no
http_edarvm1,NO_MATCHES,0,no
http_eesd-a4-c2,NO_MATCHES,0,no
http_eesdlp2,NO_MATCHES,0,no
http_egglp3,NO_MATCHES,0,no
http_eggsrv1,NO_MATCHES,0,no
http_eln,NO_MATCHES,0,no
http_elsa,NO_MATCHES,0,no
http_enac-webanalytics,NO_MATCHES,0,no
http_enac1sens1,NO_MATCHES,0,no
http_enac1sens2,NO_MATCHES,0,no
http_enac2sens1,NO_MATCHES,0,no
http_enac3sens1,NO_MATCHES,0,no
http_enac3web,NO_MATCHES,0,no
http_enacit-webres,NO_MATCHES,0,no
http_enacit1adm1,NO_MATCHES,0,no
http_enacit1logs,NO_MATCHES,0,no
http_enacit1vm1,NO_MATCHES,0,no
http_enacit1vm2,NO_MATCHES,0,no
http_enacit1vm3,NO_MATCHES,0,no
http_enacit1vm5,NO_MATCHES,0,no
http_enacit1web1,NO_MATCHES,0,no
http_enacit2web1,NO_MATCHES,0,no
http_enacit2web4,NO_MATCHES,0,no
http_enacit3linux8,NO_MATCHES,0,no
http_enacit3lp6,NO_MATCHES,0,no
http_enacit3vm2,NO_MATCHES,0,no
http_enacit3vm5,NO_MATCHES,0,no
http_enacitools,NO_MATCHES,0,no
http_enacitpc74,NO_MATCHES,0,no
http_epfhelp,NO_MATCHES,0,no
http_ereswww,NO_MATCHES,0,no
http_escgesrv1,NO_MATCHES,0,no
http_etw2004,NO_MATCHES,0,no
http_ewmovpe,NO_MATCHES,0,no
http_exappsrv6,NO_MATCHES,0,no
http_exdesksrv2,NO_MATCHES,0,no
http_exhebdellmon1,NO_MATCHES,0,no
http_exhebsrv12,NO_MATCHES,0,no
http_express02,NO_MATCHES,0,no
http_exterp-nasjpd,NO_MATCHES,0,no
http_exterpnas1,NO_MATCHES,0,no
http_exterpsrv9,NO_MATCHES,0,no
http_fameux,NO_MATCHES,0,no
http_fbdiff,NO_MATCHES,0,no
http_fbpc4,NO_MATCHES,0,no
http_formal,NO_MATCHES,0,no
http_fugu,NO_MATCHES,0,no
http_gchotline2,NO_MATCHES,0,no
http_gcm,NO_MATCHES,0,no
http_gcmpother2,NO_MATCHES,0,no
http_gcmpsrv7,NO_MATCHES,0,no
http_genchem,NO_MATCHES,0,no
http_genenetwork-lisp,NO_MATCHES,0,no
http_genenetwork,NO_MATCHES,0,no
http_genstorage01,NO_MATCHES,0,no
http_gentoo,NO_MATCHES,0,no
http_geome,NO_MATCHES,0,no
http_gisbox,NO_MATCHES,0,no
http_gnugen,NO_MATCHES,0,no
http_gnugeneration,NO_MATCHES,0,no
http_gnusrv,NO_MATCHES,0,no
http_gnusrv3,NO_MATCHES,0,no
http_gnusrv5,NO_MATCHES,0,no
http_gnusrv6,NO_MATCHES,0,no
http_gnusrv7,NO_MATCHES,0,no
http_gnusrv8,NO_MATCHES,0,no
http_grantsbkp,NO_MATCHES,0,no
http_grantsprod,NO_MATCHES,0,no
http_grebsrv2,NO_MATCHES,0,no
http_grlsmpc10,NO_MATCHES,0,no
http_grlsmpc13,NO_MATCHES,0,no
http_grlsmpc44,NO_MATCHES,0,no
http_grmolp1,NO_MATCHES,0,no
http_grtessrv1,NO_MATCHES,0,no
http_heart,NO_MATCHES,0,no
http_helios,NO_MATCHES,0,no
http_hg,NO_MATCHES,0,no
http_himodlib-git,NO_MATCHES,0,no
http_himodlib,NO_MATCHES,0,no
http_horus,NO_MATCHES,0,no
http_hrm-biopshare,NO_MATCHES,0,no
http_hydrocontest,NO_MATCHES,0,no
http_iacspc55,NO_MATCHES,0,no
http_iacssrv4,NO_MATCHES,0,no
http_ialp5,NO_MATCHES,0,no
http_iamac71-shindig,NO_MATCHES,0,no
http_iamac71,NO_MATCHES,0,no
http_ibaplp2,NO_MATCHES,0,no
http_ibbi12,NO_MATCHES,0,no
http_ibetonsrv1,NO_MATCHES,0,no
http_ic-it-private,NO_MATCHES,0,no
http_icappc106,NO_MATCHES,0,no
http_icchilisrv2,NO_MATCHES,0,no
http_icchilisrv3,NO_MATCHES,0,no
http_icdolp1,NO_MATCHES,0,no
http_icdosrv1,NO_MATCHES,0,no
http_iciigprt01,NO_MATCHES,0,no
http_iclogkioware,NO_MATCHES,0,no
http_icmbmac018,NO_MATCHES,0,no
http_icmbpc212,NO_MATCHES,0,no
http_icmbprt011,NO_MATCHES,0,no
http_icmpgesrv1,NO_MATCHES,0,no
http_icpsg3,NO_MATCHES,0,no
http_icsil1-conode1,NO_MATCHES,0,no
http_icsil1-ds-26,NO_MATCHES,0,no
http_icsil1-lp19,NO_MATCHES,0,no
http_icsil1dhcp,NO_MATCHES,0,no
http_icvmwebsrv4,NO_MATCHES,0,no
http_ideveloprdp,NO_MATCHES,0,no
http_idevingtest1-mgt,NO_MATCHES,0,no
http_idevingtladdc2,NO_MATCHES,0,no
http_iea31,NO_MATCHES,0,no
http_igatlp8,NO_MATCHES,0,no
http_igpd-eps,NO_MATCHES,0,no
http_iicgepc5,NO_MATCHES,0,no
http_imaclp5,NO_MATCHES,0,no
http_imacpc11,NO_MATCHES,0,no
http_imblp2,NO_MATCHES,0,no
http_imbsrv1,NO_MATCHES,0,no
http_imheflp5,NO_MATCHES,0,no
http_imtgelp11,NO_MATCHES,0,no
http_imtnegelp7,NO_MATCHES,0,no
http_imtnelailp1,NO_MATCHES,0,no
http_imtsrv4,NO_MATCHES,0,no
http_imxgelp1,NO_MATCHES,0,no
http_imxltpnas1,NO_MATCHES,0,no
http_intranetcnp,NO_MATCHES,0,no
http_ioalp5,NO_MATCHES,0,no
http_ioamac7,NO_MATCHES,0,no
http_ioasun2,NO_MATCHES,0,no
http_ipco,NO_MATCHES,0,no
http_ipeqlp1,NO_MATCHES,0,no
http_ipeseserv3,NO_MATCHES,0,no
http_ipesevm73,NO_MATCHES,0,no
